,Tweet Date,Tweet ID,Tweet text,Tweet Location
125,2020-07-28 01:56:53,1287929991590809600,"Go check Sabrina Howard’s live painting under the street light. Something so poetic and peaceful about the whole process, can’t wait to see the finished product “Sowing the Seeds of Love” mural at the @JacksonStateU Blackburn Learning Garden. #jxnms https://t.co/qi3RQcamAX","Jackson, MS"
126,2020-07-27 15:36:39,1287773905961328640,RT @foodprintorg: Planning a u-pick outing? We investigated how farms around the country have changed operations to protect staff &amp; visitor…,"Jackson, MS"
127,2020-07-27 14:24:56,1287755859267813377,"""How we get our groceries is a visible stand-in for a food system in flux. As with so many things, we’re confronting pre-existing problems that have only been exacerbated by coronavirus, from food accessibility and affordability, to supporting local food suppliers..."" https://t.co/2AwbZoT67v","Jackson, MS"
128,2020-07-24 17:48:49,1286720003513999360,"RT @MSHumanities: On August 11, we're back with the second in a multi-part series on systemic racism in America. Join us for the conversati…","Jackson, MS"
129,2020-07-22 17:25:37,1285989389164847104,RT @SippTalk: Pay Mississippi creatives,"Jackson, MS"
130,2020-07-17 22:03:35,1284247403747573761,RT @sustainableag: Calling all #Farmers! Let Congress know how the #climatecrisis is impacting your livelihood and how legislators can supp…,"Jackson, MS"
131,2020-07-17 15:33:58,1284149352827584512,AND Gallery has taken the opportunity to offer two teams of emerging artists opportunities to showcase their work during the Mural Open Call. To learn more about their artist statement and location visit our instagram. #fertileground #jxnms #publicart https://t.co/pU4LYtkECi,"Jackson, MS"
132,2020-07-16 21:51:56,1283882081798545410,"RT @thekimshadey: Culture Curator + Producer 
+ Creative Director 
Mediums: writing, poetry, film &amp; photography
I conceptualize ideas to cr…","Jackson, MS"
133,2020-07-16 21:38:26,1283878685817344000,"We are excited to announce that our jury has selected the Mural Open Call winners 💚. Over the next two days we will be announcing the winners, below are the first three! To learn more about their artist statement and location visit our instagram. #fertileground #jxnms #publicart https://t.co/i3aH7ZjvEn","Jackson, MS"
134,2020-07-05 15:11:36,1279795069734850561,Come on by to Smith Park where we are harvesting sunflower seeds and replanting with sweet corn! Probably be here till about 1 pm. https://t.co/3U3CdfiXiT,"Jackson, MS"
135,2020-07-02 16:46:04,1278731677091708928,"RT @mtmorcelle: In order to uproot #foodapartheid and resulting health injustices, we must assess the overlapping systems of oppression in…","Jackson, MS"
136,2020-06-30 16:21:58,1278000837990719493,RT @TinyJXN: Watch “Fertile Ground” by @_fertileground_ on #Vimeo https://t.co/Hsh9jhMZ1a,"Jackson, MS"
137,2020-06-23 19:37:52,1275513421384036354,"ONLY 3 DAYS LEFT!! Please get your art submissions in by June 26th. Reminder: You don't have to be a mural artist to submit, you can partner with a muralist to install the work.

Link to application:

https://t.co/2donJ44Fy4

#publicartchallenge

#muralsjxn

#foodart https://t.co/YoaFPtOiv8","Jackson, MS"
138,2020-06-23 17:36:11,1275482800381034498,RT @FourStoriesUVIC: There is amazing work being done within Indigenous communities to improve #foodsecurity. #IndigenousHistoryMonth #food…,"Jackson, MS"
139,2020-06-22 02:53:15,1274898214269960193,"RT @CivilEats: A new documentary—and a city-wide public art project—addresses redlining, income inequality, and structural racism through t…","Jackson, MS"
140,2020-06-21 16:59:49,1274748871709732864,RT @SippTalk: We are live with #SelfCareSunday on the greens at the Mississippi Museum of Art #BlackRestAsResistance https://t.co/SlAm4ExYzB,"Jackson, MS"
141,2020-06-20 20:27:30,1274438751406735362,Yesterday's Black Joy As Resistance Juneteenth Celebration was beautiful. Huge thank you to @SippTalk &amp; @BlmSip for programming an incredible evening. The event showcased the inspiring and creative energy this next generation is bringing to combat racial injustices in our world. https://t.co/Wq6kCbiL4i,"Jackson, MS"
142,2020-06-20 16:46:19,1274383087657463808,Amazing event filled with love and joy. #JUNETEENTH2020 https://t.co/qSfSoHFr1O,"Jackson, MS"
143,2020-06-20 12:51:42,1274324042946936833,RT @thekimshadey: Another event for the books. Thank y’all so much for pulling up to Black Joy As Resistance today Jackson. Shoutout to @Bl…,"Jackson, MS"
144,2020-06-20 01:52:05,1274158046428778497,"RT @EricJShelton: Timothy Young paints at the Black Joy as Resistance! Juneteenth Celebration on Farish Street in Jackson, Miss. This event…","Jackson, MS"
145,2020-06-19 13:02:51,1273964462274416644,"RT @thekimshadey: Happy Juneteenth! We’re throwing a community event in Jackson, MS. People have volunteered their time and services, this…","Jackson, MS"
146,2020-06-19 13:02:00,1273964249975570432,"RT @VisitJacksonMS: Happy Juneteenth, celebratIng the ending of slavery in the US!

Dating back to 1865, it was on June 19 that the Union s…","Jackson, MS"
147,2020-06-17 21:30:05,1273367335823462412,Alice has been growing blue berries in South Jackson since 1995! You can catch her and other local farmers across the street from the @JacksonMedMall every Wednesday and Friday from 10-3! #local #farmers #jxnms #foodaccess https://t.co/13bVPVJmEC,"Jackson, MS"
148,2020-06-16 23:42:39,1273038308508160003,@SippTalk 😍,"Jackson, MS"
149,2020-06-16 22:14:43,1273016182191374338,"RT @jxntransplants: In Episode 58, @notanothrashlee catches up with @_salamrida about @_fertileground_ and interviews #JaneHalbertJones, lo…","Jackson, MS"
150,2020-06-16 20:59:14,1272997183953014786,"This Friday @SippTalk and @BlmSip present ""Black Joy as Resistance #Juneteenth Celebration"" featuring Everything Black. Music, Food, Art and Love. We look forward to the mural reveal by Adrienne Domnick as part of our @BloombergDotOrg Public Art Challenge @CityofJacksonMS https://t.co/dvO3xQKNhr","Jackson, MS"
151,2020-06-16 13:40:11,1272886694975594506,"RT @foodprintorg: Biodegradable packaging is currently made from feedstock specifically grown to produce it, like industrially grown sugarc…","Jackson, MS"
152,2020-06-16 13:38:44,1272886327051268097,RT @VisitJacksonMS: Visit Jackson has announced the expansion of its digital offerings in an online store that now includes JXN merchandise…,"Jackson, MS"
153,2020-06-15 18:55:16,1272603600087322625,"RT @johntedge: Via @_fertileground_ of Jackson, Mississippi -&gt; https://t.co/dVgMmQD1WI","Jackson, MS"
154,2020-06-15 18:12:39,1272592872295055360,@DoleSunshine Thank you for sharing our documentary with the world!,"Jackson, MS"
155,2020-06-15 18:12:15,1272592775347912709,"RT @DoleSunshine: Food insecurity is one of the biggest challenges facing Jackson, MS. Watch the Fertile Ground documentary on June 10th at…","Jackson, MS"
156,2020-06-15 14:29:38,1272536751966486528,"RT @jxncat: Hope you will consider supporting this campaign for Black women and their families in Jackson, many of whom lost income due to…","Jackson, MS"
157,2020-06-14 23:20:00,1272307831962775553,RT @timmy2checks: Black Joy As RESISTANCE! JUNETEENTH CELEBRATION ✊🏽@SippTalk &amp; @BlmSip sponsored by @_fertileground_ on Farish! FOOD TRUCK…,"Jackson, MS"
158,2020-06-14 23:10:24,1272305418476367872,RT @FourStoriesUVIC: A short video from @Afsafrica on the role of women protecting #biodiversity. #foodjustice #foodsovereignty,"Jackson, MS"
159,2020-06-14 22:41:23,1272298114511253510,Behind the scenes photo shoot with Meredith Williams “MDubCreative” to update our shops website. https://t.co/Lma2tScRXe,"Jackson, MS"
160,2020-06-13 18:54:53,1271878728679862273,"The bright grid is composed of 8’ x 8’ squares, making it easy to gauge the distance between peers, while still enjoying community and food. This ground mural emphasizes the importance of community and recovery during a season of social distress. 
@VisitJacksonMS @FondrenFRF","Jackson, MS"
161,2020-06-13 18:54:53,1271878727803248642,"Functionally, the ground mural assists in the practice of social distancing guidelines related to COVID-19. The mural acts as an extended outdoor space for local Fondren restaurants to utilize as they limit their capacity indoors.
@dezeen @CityLab @archpaper @BloombergDotOrg","Jackson, MS"
162,2020-06-13 18:54:53,1271878725374803974,"Common Ground is designed to be an energetic invitation to the public to participate in the communal activity of dining in a space usually reserved for vehicular traffic. This mural visually transforms one of Fondren’s most bustling streets, reaching a wide audience. #publicart https://t.co/504XTczOpq","Jackson, MS"
163,2020-06-11 17:26:35,1271131729525440512,@QAI_Cert @CivilEats @NaomiStarkman @NadraKareem Wow! Honored 💚,"Jackson, MS"
164,2020-06-11 16:07:21,1271111790341107714,RT @VisitJacksonMS: Kudos to the @_fertileground_ Project for this!,"Jackson, MS"
165,2020-06-11 15:46:39,1271106580059217921,@positive_ashley Makes us tear up at that moment. 💚,"Jackson, MS"
166,2020-06-11 15:41:34,1271105302847533056,"RT @positive_ashley: “It’s not about just planting seeds into the ground, it’s about planting seeds into the minds 🌱 “ - Dr. Cindy Ayers /…","Jackson, MS"
167,2020-06-11 14:54:53,1271093554904018949,Thank you for sharing. Much 💚! https://t.co/ysx82h6bpx,"Jackson, MS"
168,2020-06-11 03:43:56,1270924702173876224,"@fecalcarliform @NaomiStarkman @PBS @NadraKareem @CivilEats Thank you for sharing the article and information about our documentary. We hope you watch it and provide some thought. Much love from Jackson, Mississippi! 💚","Jackson, MS"
169,2020-06-11 00:06:46,1270870051537727488,"We are excited to share with the world our Fertile Ground documentary! Available on our website and 
@PBS online! We invite you to watch and follow us over the next few days as we host virtual discussions about the future of our food system. 
Doc Link: 
https://t.co/7Yn5BilmJj https://t.co/j6AVFdumxo","Jackson, MS"
170,2020-06-10 20:18:46,1270812671974096896,"“Poverty is the worst form of violence you can inflict on people” - @ChokweALumumba  // Our documentary asks how America is a land of abundance but operates from a place of scarcity.
Premieres on @PBS.org and @MPBOnline at 7/ct tonight. https://t.co/PKM1sCTBkC","Jackson, MS"
171,2020-06-10 19:22:31,1270798515434913792,"@positive_ashley @PBS Thank you for sharing a quote from the trailer! That was our wonderful Mayor @ChokweALumumba. Here is the PBS link to watch tonight. https://t.co/HUZQJG4JrM love from Jackson, Mississippi!","Jackson, MS"
172,2020-06-10 19:01:48,1270793303395577856,RT @positive_ashley: “Poverty is the worst form of violence that you can inflict on people” - @_fertileground_ 🌱 #livetonight on @PBS,"Jackson, MS"
173,2020-06-10 16:02:13,1270748111854592002,💯😤 https://t.co/kaI1jzh6dx,"Jackson, MS"
174,2020-06-10 15:33:45,1270740944556621825,"@NOURISHPDX @PBS Thank you for sharing! Love from Jackson, Mississippi!","Jackson, MS"
175,2020-06-10 15:33:11,1270740804198436866,"RT @BloombergDotOrg: ""It’s also the story of people - like Mayor @ChokweALumumba, artists, farmers, urban planners - creating new opportuni…","Jackson, MS"
176,2020-06-10 15:01:41,1270732876854841344,RT @ThecaJones: I hope the Fertile Ground Doc does numbers.,"Jackson, MS"
177,2020-06-10 14:29:10,1270724695004868611,"RT @CivilEats: A new @PBS documentary airs tonight which addresses redlining, income inequality, and structural racism through the lens of…","Jackson, MS"
178,2020-06-10 14:29:01,1270724657037991944,"@CivilEats @PBS @NadraKareem Thank you for sharing our story with the world! Please follow our social media for project updates and information on how to take action. Love from Jackson, Mississippi!","Jackson, MS"
179,2020-06-09 20:57:51,1270460121404116995,RT @skippcoon: I wanna shoot!!! Not guns... I want to create some visual art... Who wanna help?,"Jackson, MS"
180,2020-06-09 17:18:28,1270404912975958019,@thekimshadey Beautiful for so many reasons.,"Jackson, MS"
181,2020-06-09 17:18:10,1270404834592768014,"RT @thekimshadey: Go read my blog, Pockets of Peace: Expressing Black Joy As Resistance https://t.co/dMOYtef32A https://t.co/bxlY25HLM6","Jackson, MS"
182,2020-06-09 16:04:15,1270386235765403650,Abolish Mississippi State Grocery Tax - Sign the Petition! https://t.co/1KAr8IQyEn via @Change https://t.co/bIxvLh9qwC,"Jackson, MS"
183,2020-06-09 15:17:55,1270374574975332353,"Tune into the FG documentary tomorrow at 7 pm CT on 
@MPBOnline as well on @PBS online. On our website we have a link to the trailer, discussion guide, and how to take action. #jxnms 
https://t.co/Q97qyYrSZT https://t.co/zk9h3OeOBF","Jackson, MS"
184,2020-06-09 14:29:27,1270362374927777793,This is what we love to see. @soulfirefarm 😍 https://t.co/algH4YY78I,"Jackson, MS"
185,2020-06-05 15:25:28,1268926921749999617,"Please go visit the #publicart installation on Mill Street and share your memories with us! Tag us on instagram @ thefertilegroundproject. #thisisfertileground #jxnms
@VisitJacksonMS 
 
@CityofJacksonMS
 
@BloombergDotOrg","Jackson, MS"
186,2020-06-05 15:24:48,1268926753218670599,"Our food is being sprayed by a #toxic chemical cocktail. Today over 1 billion lbs of pesticides are used in the US annually, amounting to around $15 billion/year in chemical compounds. To learn more about the #Infertile #PublicArt sculpture visit our website. #silentspring https://t.co/8m80IQl7ko","Jackson, MS"
187,2020-06-04 14:54:33,1268556754998222851,"Please go visit the #publicart installation at Smith Park and share your memories with us! Tag us on instagram @ thefertilegroundproject. #thisisfertileground #jxnms
@VisitJacksonMS @DJP_Downtown @CityofJacksonMS 
@BloombergDotOrg","Jackson, MS"
188,2020-06-04 14:53:10,1268556404668936193,"A space exists – between the prolific presence of the commercial farm all across the state and the Mississippi citizen who lacks access to fresh food. Here, we overlay the pattern of row crops over a city block. Learn more about @OfficeJT_  #GroundNotations on our FG website. https://t.co/HMHK2YiGkR","Jackson, MS"
189,2020-06-03 16:21:22,1268216213773201409,"Please go visit the mural on Farish Street in Downtown, Jackson and share your memories with us! Tag us on instagram @ thefertilegroundproject. #thisisfertileground 
@VisitJacksonMS @DJP_Downtown @jxnredevelop @BloombergDotOrg","Jackson, MS"
190,2020-06-03 16:19:32,1268215753674801155,"As a child Adrienne Domnick’s most vivid memories were at her great-grandmother's home. Mama Rose, a local farmer, centered food and community as a pillar of their family. The mural prompts the collective experience of family tradition around food. #blackartmatters #publicart https://t.co/0NOTU7QoSZ","Jackson, MS"
191,2020-06-01 14:43:41,1267466853930106881,"RT @thefoodtrust: It’s not enough. But it starts here. We condemn racism and racist violence, and our hearts and minds are with those most…","Jackson, MS"
192,2020-05-28 20:47:44,1266108921753763842,"This is such a great idea! Would love to do something like this in Jackson, Mississippi! Any partners out there 👀 https://t.co/cvBagqq1KM","Jackson, MS"
193,2020-05-28 16:26:13,1266043108006993921,"“Mama Rose Kitchen” by Adrienne Domnick going up on Farish Street! @BloombergDotOrg @VisitJacksonMS @DJP_Downtown @jxnredevelop 

#publicart #thisisfertileground https://t.co/JF2XWHtMZR","Jackson, MS"
194,2020-05-27 21:58:44,1265764398460817409,"Do you have a mural concept you’d like to share? We currently have a mural competition at 4 sites around Jackson, MS. The mural should creatively discuss the challenges &amp; opportunities within our food system.

Apply:
https://t.co/yIlDhDzGa6

@kresgefdn @creativecap @knightfdn https://t.co/JIQsfzvSTc","Jackson, MS"
195,2020-05-25 03:34:40,1264761777692258304,@Rebel_wo_A_Clue There are people who have been harvesting them incrementally. We’ve also encouraged our partners on Farish Street to harvest them. If you have any other suggestions let us know. Fertilegroundjxn@gmail.com,"Jackson, MS"
196,2020-05-20 13:33:30,1263100538230579202,https://t.co/EuGTPFJHl8,"Jackson, MS"
197,2020-05-20 13:30:57,1263099898746081281,"You are invited to participate in the FG Mural Series Competition! The series is a collection of murals that creatively discuss the challenges &amp; opportunities within our food system.

Apply:
https://t.co/2donJ44Fy4

@bloombergdotorg 
@cityofjackson 
@visitjacksonms 
@MSMuseumArt","Jackson, MS"
198,2020-05-18 19:24:31,1262464099230920706,Beautiful day to visit the #SmithPark #GroundNotations installation by @OfficeJT_ and checkout the sunflower field! #publicart #jxnms #FertileGround @VisitJacksonMS @CityofJacksonMS @DJP_Downtown @BloombergDotOrg #publicartchallenge https://t.co/NYywHfK5z4,"Jackson, MS"
199,2020-05-15 21:47:09,1261412831796367362,"We are excited to share the FG documentary trailer! The film follows the life of local residents experiencing #foodinsecurity and highlights #foodadvocates within Jackson that are working on localized efforts to address food insecurity issues. 

https://t.co/9v9LVQ6V1H

#jxnms","Jackson, MS"
200,2020-05-11 19:18:26,1259925852315361282,"@_beamorg Is Jackson, Mississippi considered the rural south?! @mtmorcelle","Jackson, MS"
201,2020-05-05 18:53:06,1257745152912875525,Collard greens on fleek (do people still say that?) at the Farish Street courtyard. #publicartchallenge #fertileground #jxnms https://t.co/Tn6tJS2Gai,"Jackson, MS"
202,2020-05-05 18:37:46,1257741291758247938,Some of our sunflowers at Smith Park are about to pop!!! #sunflowerupdate @BloombergDotOrg #PublicArtChallenge https://t.co/OWML8FtC75,"Jackson, MS"
203,2020-04-24 18:02:50,1253746234013220865,"RT @VisitJacksonMS: .@CityofJacksonMS Mayor @ChokweALumumba says the city will partner with social workers, leaders in the faith community…","Jackson, MS"
204,2020-04-23 22:25:01,1253449827163217921,RT @Rebel_wo_A_Clue: That escalated quickly. The @_fertileground_ community garden on Farish Street has sprung up nicely (right) from a cou…,"Jackson, MS"
205,2020-04-23 22:24:56,1253449807152263168,@Rebel_wo_A_Clue Thank you so much for posting this!!! We love seeing the plant babies progress.,"Jackson, MS"
206,2020-04-22 22:17:51,1253085636275421184,@FoodShareTO https://t.co/2rHm4JpL9W,"Jackson, MS"
207,2020-04-22 22:17:12,1253085473209225218,"RT @luvblkgrls: Happy #EarthDay! Our Earth Champions Initiative teaches young Black girls about the environment, conservation and community…","Jackson, MS"
208,2020-04-22 15:15:27,1252979333666353153,@UNFCCC https://t.co/HtnT4fSXgR,"Jackson, MS"
209,2020-04-22 15:15:18,1252979297851265026,"RT @UNFCCC: We're happy to support #EarthSchool, an immersive nature adventure. Dive into 30 Days of videos, quizzes and challenges that wi…","Jackson, MS"
210,2020-04-22 15:12:09,1252978503651393536,@foodprintorg @nytclimate https://t.co/n3kkGe0f88,"Jackson, MS"
211,2020-04-22 15:11:50,1252978426597826561,@kresgefdn @kresgenviro https://t.co/SVo1duHAIW,"Jackson, MS"
212,2020-04-22 14:48:36,1252972576982347776,"@nytclimate Happy Earth Day, I hope people and CORPORATIONS take the time today to reflect and think about what steps they can take to combat climate change. https://t.co/87esKIM6GP","Jackson, MS"
213,2020-04-22 14:08:16,1252962430344445952,"We will feature your submission on our social media pages.
Some activity examples include:
1. Planting flowers or a garden
2. A walk outside while remaining physically distant from people
3. stop by one of our installation sites.
4. Make an Earth Day sign and post in your window","Jackson, MS"
214,2020-04-22 14:08:16,1252962429358821376,"The FG project is about more than food, it is about building sustainable systems that make our people &amp; our earth healthier. Tag @_fertileground_  in a short video/ photo expressing what “fertile ground” means to you and how you’re taking steps in your life to become sustainable.","Jackson, MS"
215,2020-04-22 14:08:16,1252962428343791616,The current pandemic we are experiencing is a reminder of how unchecked damage to our environment must be addressed and that we are all vulnerable against future global threats. In our response to the impact of Covid-19 please join us in virtually celebrating this Earth Day.,"Jackson, MS"
216,2020-04-22 14:08:16,1252962426770898946,"Today marks the 50th anniversary of Earth Day and the anniversary of the signing of the Paris Agreement to take climate action. 

#EarthRise #EarthDay2020 #sustainability #thisisfertileground #fertileground #fertilegroundjxn #jxnms https://t.co/g7nArrjxUt","Jackson, MS"
217,2020-04-20 20:28:38,1252333376222236674,RT @dhaorg: GREAT APPLICATIONS ARE NOW ONLINE!! A new career awaits you and it takes but just a moment. Please contact Lolita Gladney at 66…,"Jackson, MS"
218,2020-04-20 20:13:06,1252329466237460486,"RT @RBReich: The Paycheck Protection Program, a $349 billion relief fund for small businesses, has been drained in less than two weeks.

Sm…","Jackson, MS"
219,2020-04-20 20:09:10,1252328476679507970,"Great site for celebrating art from all over the world, showcasing amazing talent, &amp; coming together as a community. 

Thanks to @ArtPlaceAmerica and @UFCAM for sharing this resource in their mobilizing the arts for Covid-19 communication and coping.

https://t.co/NIzJQlb2F5","Jackson, MS"
220,2020-04-10 13:47:32,1248608555453886464,"Thank you @WJTV for covering the Fertile Ground project, now more than ever have we been able to see the impact food access has on our communities. We hope to continue working on this issue and creating more community gardens around the city. #jxnms

https://t.co/iURvXR2aGm","Jackson, MS"
221,2020-04-08 16:24:22,1247923248072982530,"RT @jordanrhillman: It took about and hour and half to pump, fill, cap and distribute 500 bottles of hand sanitizer for our hand sanitizer…","Jackson, MS"
222,2020-04-07 21:29:48,1247637724183527425,"RT @foodprintorg: Americans throw away about 25% of the food they buy, costing the average household of four an estimated $1,350 to $2,275…","Jackson, MS"
223,2020-04-03 17:09:53,1246122763259166735,"How is it that the United States is one of the wealthiest developed countries but have so many people that are hungry? @CityLab @nytimesarts 
#thisisfertileground #fertileground #foodinsecurity #foodaccess #hunger #hungerinamerica #ruhungry #homelessness #jxnms","Jackson, MS"
224,2020-04-03 17:09:52,1246122760864227328,"“The most important thing missing within this entire system is love.” - Bilal Qizilbash

It is clear that our food system is broken when we have to rely on community organizations like R U Hungry to take action in feeding food insecure members of our society. https://t.co/K3w4y0Z55Q","Jackson, MS"
225,2020-04-02 23:00:47,1245848681468887040,New home for the Infertile Sculpture! Go check it out during a walk or bike ride. To learn more about the sculpture visit our website! #publicartchallenge #publicart https://t.co/uWfM0jmT1l,"Jackson, MS"
226,2020-04-02 18:02:24,1245773594610851840,RT @sustainableag: Applications are now being accepted for the Regional Food Systems Partnership Program (RFSP) — a new program that suppor…,"Jackson, MS"
227,2020-04-02 17:43:26,1245768820855365635,"RT @FoodSolutionsNE: More people than ever are seeing the cracks in relying on a centralized, industrial &amp; non-democratic #foodsystem. The…","Jackson, MS"
228,2020-04-02 17:41:30,1245768334714507274,@oliviacpaschal Thank you for raising this concern and noting the skewed perception of access and how our geographies impact our quality of life. We are working on food access thru the Fertile Ground Project. Please follow our account to keep up w/ our work. Here is a clip from our documentary: https://t.co/4a3IHh4z0K,"Jackson, MS"
229,2020-04-02 17:23:31,1245763805440888841,We need local community based grocery store solutions that are not dependent on national supermarket chains that can easily leave at any moment. They have proven to not be invested in the health and well-being of food insecure communities. @CityLab @BloombergDotOrg,"Jackson, MS"
230,2020-04-02 17:23:30,1245763804287438861,It isn’t a coincidence that low income and working class communities lack access to fresh healthy foods. On average citizens in West and South Jackson have to travel over 2 miles to access a grocery store or food.,"Jackson, MS"
231,2020-04-02 17:22:58,1245763667548921857,"“What happens in South Jackson is what happens everywhere right, you have white flight, then you have economic flight” - @skippcoon 

#fertileground #thisisfertileground #fertilegroundjxn #foodinsecurity #foodaccess #publicart #publicartchallenge #jacksonmississippi https://t.co/SOdqIH3QUH","Jackson, MS"
232,2020-04-01 14:29:48,1245357702634713092,@BloombergDotOrg @CityLab @PBS @MPBOnline,"Jackson, MS"
233,2020-04-01 14:28:20,1245357332529373187,"“It’s not just about putting seeds in the soil, it's about putting seeds in the mind” - Dr. Cindy Ayers Elliott / Urban Farmer Foot Print Farms

#thisisfertileground #fertileground #fertilegroundjxn #foodinsecurity #foodaccess #publicart #publicartchallenge https://t.co/QOZF77IFhe","Jackson, MS"
234,2020-04-01 14:20:41,1245355409835266050,"@MarshallRamsey Gardening, creating mini-projects that can be easily accomplished like organizing my pantry, breathing exercises (breathe in thru your nose for 4 seconds, hold for 7 seconds, breathe out your mouth for 8 seconds. Do this at least 4 times).","Jackson, MS"
235,2020-03-31 14:47:40,1244999810928775180,RT @ChokweALumumba: Sincere thanks to @CATHEADVodka for producing several tons of hand sanitizer that allows us to set up hand sanitizing s…,"Jackson, MS"
236,2020-03-31 04:07:31,1244838713378648064,RT @jxntransplants: Fundraiser by Carlyn Hicks : Help Support JPS' Meal Distribution Plan https://t.co/vJku8GWngm,"Jackson, MS"
237,2020-03-30 16:22:56,1244661396761186305,@jxncat Thank you Catherine for sharing your resources and knowledge. Great tip!,"Jackson, MS"
238,2020-03-30 14:04:09,1244626471773188096,"Now is the opportunity to transform the American household yard. Let's try to make sure these gardens stay this time. 

""it’s estimated that home, school and community gardeners produced close to 40 percent of the country’s fresh vegetables...”

https://t.co/Q7EW5FmItK","Jackson, MS"
239,2020-03-29 02:53:58,1244095428313972738,"RT @keaux_: if you’re missing fresh produce in jxn, thee Footprint Farms is serving veggies and following social distancing guidelines. 
De…","Jackson, MS"
240,2020-03-27 17:59:50,1243598618524880906,RT @VisitJacksonMS: We can get behind this! @VisitJacksonMS will also be participating! ✋,"Jackson, MS"
241,2020-03-26 19:58:18,1243266045382733827,Our blueberries are poppin at Smith Park! @VisitJacksonMS @DJP_Downtown https://t.co/g9ofmOe7zV,"Jackson, MS"
242,2020-03-24 14:46:30,1242462800854818816,"Create an emergency fund to support freelancers with Coronavirus income loss, sign this petition: 
https://t.co/hgte3ATu4J
#design #freelance #creativeeconomy #SelfEmployedMatterToo","Jackson, MS"
243,2020-03-20 20:15:33,1241096057540542471,"RT @foodprintorg: Even though many food producers are operating almost ""as normal"" right now, the prospect of ag workers testing positive f…","Jackson, MS"
244,2020-03-20 15:26:25,1241023297690746880,RT @_salamrida: 10 am to 4 pm conducting an off site blood drive. You can also go to their center and donate - Please call first as they ar…,"Jackson, MS"
245,2020-03-20 15:26:23,1241023288861736965,"RT @_salamrida: Recently received a message from a friend who work's at UMMC's ER:

From local Trauma surgeons, ICU and ER doctors. 

We ar…","Jackson, MS"
246,2020-03-19 19:54:51,1240728461255356418,"Happy #FirstDayofSpring! Many of our plants for the Fertile Ground Project are already in their beds and ready to pop! We’ve got Louisiana irises, sunflowers, and blueberry bushes all flowering at their own speeds at #SmithPark @DJP_Downtown @VisitJacksonMS https://t.co/diiSsQM9im","Jackson, MS"
247,2020-03-19 15:31:45,1240662250773504001,"""The $1 trillion package the White House and Senate Republicans plan on presenting would provide every adult American with a $1,000 check, plus another $500 for each child. A family with two parents and two children, for example, would get $3,000.""

https://t.co/M9sru2C4Rw","Jackson, MS"
248,2020-03-18 21:36:09,1240391566486798342,"Co-op of New West Jackson installation coming along. This is a process image of the Co-op Stop, a shelter for art and food exchange within the community. #jxnms #thisfertileground #FertileGroundExpo https://t.co/4JEbA5xCBk","Jackson, MS"
249,2020-03-18 19:48:17,1240364420049616898,Can you find our friend in the blueberry bushes? https://t.co/DPa38LME9d,"Jackson, MS"
250,2020-03-16 21:18:32,1239662355832864778,Events are being canceled and postponed around the globe to prevent the spread of the novel coronavirus (Covid-19) pandemic. Please remember to support your local organizations &amp; businesses that are impacted by canceling or postponing events. https://t.co/A6WGiS4mhk,"Jackson, MS"
251,2020-03-16 20:40:57,1239652901053779968,"RT @NCAT_ORG: Elderberries are easy-to-grow medicine. NCAT specialist and orchardist Guy Ames lays it down. https://t.co/AOPpILPfCP…
#susta…","Jackson, MS"
252,2020-03-16 18:29:33,1239619832720642050,"It is illuminating the urgent need for bold, community-driven food policy &amp; systems change. We are working to balance 2 imperatives: continuing our work of using public art to spark conversation &amp; action on building a resilient + equitable food system. #FoodJustice","Jackson, MS"
253,2020-03-16 18:29:33,1239619831617511425,"As shoppers flood grocery stores and schools that provide free and reduced breakfast and lunch shut down, COVID-19 is highlighting and deepening existing food insecurity for low-income families who live paycheck-to-paycheck. #FoodAccess","Jackson, MS"
254,2020-03-16 18:18:43,1239617105646977024,@VisitJacksonMS Thank you for sharing.,"Jackson, MS"
255,2020-03-16 18:11:08,1239615198052450306,"Our staff are continuing to monitor the situation and will make a decision about rescheduling programming at a later date. We will continue to follow all mandated local, state, and federal directives, restrictions, and guidance. Please follow us for more information.","Jackson, MS"
256,2020-03-16 18:11:08,1239615195590393864,"We are reaching out to you today w/ an update regarding the FG 2020 Expo. Together w/ organizations across Jackson, the U.S., and around the world, we are monitoring the rapidly evolving coronavirus (COVID-19) pandemic. At this time, we have decided to postpone the FG 2020 Expo. https://t.co/Qy0HxuaIfU","Jackson, MS"
257,2020-03-15 16:01:09,1239220097048367106,"Join us for the opening ceremony of the public art installation Mama Rose Kitchen presented by Adrienne Dominick. 
https://t.co/HdXGYiw2hG
#FertileGround #FertileGroundExpo #PublicArtChallenge #Design #jxnms https://t.co/IK0q4GuNXN","Jackson, MS"
258,2020-03-14 16:00:56,1238857653448736768,"Join us as we discuss the history of food on Farish Street with Geno Lee at the Big Apple Inn!
https://t.co/Bb8LcxCqqy
#FertileGround #FertileGroundExpo #PublicArtChallenge #History #Culture #jxnms https://t.co/eFpbEAbvDs","Jackson, MS"
259,2020-03-13 18:19:35,1238530160770588675,"Lets be sure to do our best to support them so they can continue to feed us. 
(Drone photograph of Foot Print Farms in Jackson, Mississippi) 
#thisisfertileground
#localfoodeconomies
#greeninfrastructure
#jxnms
#localfood https://t.co/H6MEJO1h0v","Jackson, MS"
